Gene id	TF family	Protein have DBD
ENSG00000160062	ZBTB	ENSP00000362609;ENSP00000317561;
ENSG00000171448	ZBTB	ENSP00000362760;ENSP00000362758;
ENSG00000186130	ZBTB	ENSP00000362763;
ENSG00000206366	ZBTB	ENSP00000364675;
ENSG00000204366	ZBTB	ENSP00000364677;
ENSG00000184677	ZBTB	ENSP00000364798;ENSP00000383098;ENSP00000384527;ENSP00000363782;
ENSG00000116809	ZBTB	ENSP00000364885;ENSP00000391002;ENSP00000408483;ENSP00000438529;ENSP00000364895;ENSP00000400827;
ENSG00000204859	ZBTB	ENSP00000366902;ENSP00000466390;ENSP00000416054;ENSP00000313416;
ENSG00000174282	ZBTB	ENSP00000369973;ENSP00000307858;
ENSG00000177311	ZBTB	ENSP00000372635;ENSP00000422347;ENSP00000422081;ENSP00000426288;ENSP00000426387;ENSP00000421037;ENSP00000424254;ENSP00000425705;ENSP00000422894;ENSP00000422757;ENSP00000426931;ENSP00000406955;
ENSG00000011590	ZBTB	ENSP00000376035;ENSP00000433657;ENSP00000262630;
ENSG00000185670	ZBTB	ENSP00000378286;ENSP00000432731;
ENSG00000113916	ZBTB	ENSP00000384371;ENSP00000413122;ENSP00000414455;ENSP00000232014;ENSP00000398014;ENSP00000415574;
ENSG00000169635	ZBTB	ENSP00000385319;ENSP00000387757;ENSP00000384889;
ENSG00000234852	ZBTB	ENSP00000391563;
ENSG00000234196	ZBTB	ENSP00000392328;
ENSG00000160685	ZBTB	ENSP00000406286;ENSP00000292176;ENSP00000438647;ENSP00000357411;
ENSG00000237900	ZBTB	ENSP00000414777;
ENSG00000181722	ZBTB	ENSP00000419153;ENSP00000420684;ENSP00000420324;ENSP00000377375;ENSP00000419902;ENSP00000349803;ENSP00000418092;ENSP00000417307;
ENSG00000172262	ZBTB	ENSP00000426504;ENSP00000422659;ENSP00000425623;ENSP00000421246;ENSP00000382450;ENSP00000425722;ENSP00000305804;ENSP00000426614;ENSP00000423945;ENSP00000422079;ENSP00000424771;ENSP00000425139;
ENSG00000196323	ZBTB	ENSP00000436187;ENSP00000432558;ENSP00000408079;ENSP00000433457;ENSP00000435413;ENSP00000350574;ENSP00000380861;ENSP00000434177;
ENSG00000184828	ZBTB	ENSP00000439781;ENSP00000328732;ENSP00000468254;ENSP00000468782;ENSP00000467877;ENSP00000467323;
ENSG00000179627	ZBTB	ENSP00000450673;ENSP00000409107;
ENSG00000126804	ZBTB	ENSP00000451000;ENSP00000378201;ENSP00000450689;ENSP00000351587;ENSP00000451584;
ENSG00000254553	ZBTB	ENSP00000455300;
ENSG00000273274	ZBTB	ENSP00000476499;
ENSG00000089775	ZBTB	ENSP00000476746;ENSP00000450718;ENSP00000451046;ENSP00000378204;
ENSG00000100426	zf-BED	ENSP00000216268;
ENSG00000132846	zf-BED	ENSP00000255198;ENSP00000427487;
ENSG00000177494	zf-BED	ENSP00000321370;
ENSG00000214717	zf-BED	ENSP00000370620;ENSP00000370616;ENSP00000419148;ENSP00000370621;
ENSG00000257315	zf-BED	ENSP00000447879;
ENSG00000083817	zf-C2H2	ENSP00000196489;
ENSG00000083842	zf-C2H2	ENSP00000196548;
ENSG00000099326	zf-C2H2	ENSP00000215057;ENSP00000469493;
ENSG00000020256	zf-C2H2	ENSP00000216923;ENSP00000379312;ENSP00000403424;ENSP00000360573;ENSP00000360578;ENSP00000344615;ENSP00000360570;ENSP00000355179;
ENSG00000101115	zf-C2H2	ENSP00000217086;ENSP00000379319;ENSP00000360594;
ENSG00000006194	zf-C2H2	ENSP00000219069;ENSP00000461146;ENSP00000444497;ENSP00000461755;
ENSG00000103199	zf-C2H2	ENSP00000219478;ENSP00000445714;ENSP00000464747;
ENSG00000103495	zf-C2H2	ENSP00000219782;ENSP00000313362;ENSP00000458201;ENSP00000443956;ENSP00000455794;ENSP00000460057;ENSP00000461630;
ENSG00000167384	zf-C2H2	ENSP00000221327;ENSP00000468021;ENSP00000375818;
ENSG00000179943	zf-C2H2	ENSP00000221665;ENSP00000468342;ENSP00000465131;
ENSG00000105732	zf-C2H2	ENSP00000222339;ENSP00000351939;ENSP00000469029;
ENSG00000105866	zf-C2H2	ENSP00000222584;
ENSG00000229809	zf-C2H2	ENSP00000223459;ENSP00000378645;ENSP00000455227;
ENSG00000110851	zf-C2H2	ENSP00000228437;
ENSG00000111087	zf-C2H2	ENSP00000228682;ENSP00000434408;ENSP00000437607;ENSP00000441006;ENSP00000436671;
ENSG00000116731	zf-C2H2	ENSP00000235372;ENSP00000312352;ENSP00000341621;ENSP00000411103;
ENSG00000120738	zf-C2H2	ENSP00000239938;
ENSG00000131127	zf-C2H2	ENSP00000240499;
ENSG00000121297	zf-C2H2	ENSP00000240587;
ENSG00000122877	zf-C2H2	ENSP00000242480;ENSP00000402040;ENSP00000387634;
ENSG00000198342	zf-C2H2	ENSP00000242804;ENSP00000404935;ENSP00000388634;
ENSG00000256683	zf-C2H2	ENSP00000243644;
ENSG00000124216	zf-C2H2	ENSP00000244050;
ENSG00000124613	zf-C2H2	ENSP00000244576;ENSP00000419498;
ENSG00000215397	zf-C2H2	ENSP00000246104;
ENSG00000126003	zf-C2H2	ENSP00000246229;
ENSG00000196453	zf-C2H2	ENSP00000247930;
ENSG00000130803	zf-C2H2	ENSP00000247956;ENSP00000353554;
ENSG00000127528	zf-C2H2	ENSP00000248071;
ENSG00000256223	zf-C2H2	ENSP00000248211;ENSP00000393814;ENSP00000384893;
ENSG00000167840	zf-C2H2	ENSP00000250076;ENSP00000461305;
ENSG00000103449	zf-C2H2	ENSP00000251020;ENSP00000456777;ENSP00000407914;
ENSG00000130182	zf-C2H2	ENSP00000252463;ENSP00000458879;ENSP00000440047;ENSP00000459520;
ENSG00000169951	zf-C2H2	ENSP00000252797;ENSP00000378526;
ENSG00000130544	zf-C2H2	ENSP00000252840;ENSP00000398965;ENSP00000404065;
ENSG00000130711	zf-C2H2	ENSP00000253008;
ENSG00000130818	zf-C2H2	ENSP00000253115;ENSP00000468100;ENSP00000439017;
ENSG00000130844	zf-C2H2	ENSP00000253144;ENSP00000427439;ENSP00000427532;ENSP00000422471;ENSP00000423156;ENSP00000421728;ENSP00000393817;ENSP00000393336;ENSP00000421014;
ENSG00000131849	zf-C2H2	ENSP00000254166;
ENSG00000196757	zf-C2H2	ENSP00000254321;ENSP00000467996;
ENSG00000172466	zf-C2H2	ENSP00000261332;ENSP00000382015;
ENSG00000109787	zf-C2H2	ENSP00000261438;
ENSG00000118620	zf-C2H2	ENSP00000261560;
ENSG00000123411	zf-C2H2	ENSP00000262032;ENSP00000412101;ENSP00000450020;ENSP00000448419;
ENSG00000170265	zf-C2H2	ENSP00000262085;
ENSG00000100811	zf-C2H2	ENSP00000262238;ENSP00000452225;
ENSG00000105497	zf-C2H2	ENSP00000262259;
ENSG00000126603	zf-C2H2	ENSP00000262366;ENSP00000395547;
ENSG00000102870	zf-C2H2	ENSP00000262525;
ENSG00000105261	zf-C2H2	ENSP00000262637;ENSP00000464809;ENSP00000465620;
ENSG00000256294	zf-C2H2	ENSP00000262894;ENSP00000468686;
ENSG00000083844	zf-C2H2	ENSP00000263095;ENSP00000440376;
ENSG00000102974	zf-C2H2	ENSP00000264010;ENSP00000384707;
ENSG00000138738	zf-C2H2	ENSP00000264808;ENSP00000404832;ENSP00000422309;ENSP00000424861;
ENSG00000105610	zf-C2H2	ENSP00000264834;
ENSG00000139800	zf-C2H2	ENSP00000267294;
ENSG00000140548	zf-C2H2	ENSP00000268154;ENSP00000453404;ENSP00000453147;
ENSG00000141946	zf-C2H2	ENSP00000269834;
ENSG00000124459	zf-C2H2	ENSP00000269973;ENSP00000468579;
ENSG00000142065	zf-C2H2	ENSP00000270001;
ENSG00000142409	zf-C2H2	ENSP00000270459;
ENSG00000142556	zf-C2H2	ENSP00000270649;
ENSG00000142611	zf-C2H2	ENSP00000270722;ENSP00000425796;ENSP00000367651;ENSP00000407968;ENSP00000405253;ENSP00000426975;ENSP00000367643;ENSP00000421400;
ENSG00000143867	zf-C2H2	ENSP00000272223;ENSP00000441801;
ENSG00000146587	zf-C2H2	ENSP00000275423;ENSP00000380120;
ENSG00000147596	zf-C2H2	ENSP00000276594;
ENSG00000170631	zf-C2H2	ENSP00000276816;ENSP00000378369;
ENSG00000149050	zf-C2H2	ENSP00000278314;ENSP00000445373;
ENSG00000149054	zf-C2H2	ENSP00000278319;ENSP00000393202;
ENSG00000088876	zf-C2H2	ENSP00000278772;
ENSG00000125850	zf-C2H2	ENSP00000278780;
ENSG00000152433	zf-C2H2	ENSP00000282282;
ENSG00000152439	zf-C2H2	ENSP00000282292;ENSP00000469416;
ENSG00000204519	zf-C2H2	ENSP00000282296;ENSP00000472674;ENSP00000349149;
ENSG00000152454	zf-C2H2	ENSP00000282308;
ENSG00000152467	zf-C2H2	ENSP00000282326;
ENSG00000152926	zf-C2H2	ENSP00000282869;
ENSG00000152977	zf-C2H2	ENSP00000282928;ENSP00000419664;
ENSG00000155090	zf-C2H2	ENSP00000285407;ENSP00000379222;
ENSG00000156853	zf-C2H2	ENSP00000287461;
ENSG00000156925	zf-C2H2	ENSP00000287538;ENSP00000359638;
ENSG00000157429	zf-C2H2	ENSP00000288177;ENSP00000462810;ENSP00000454864;ENSP00000458105;
ENSG00000187987	zf-C2H2	ENSP00000289788;
ENSG00000159917	zf-C2H2	ENSP00000291182;
ENSG00000166529	zf-C2H2	ENSP00000292450;
ENSG00000160961	zf-C2H2	ENSP00000292530;ENSP00000439749;
ENSG00000198169	zf-C2H2	ENSP00000292562;
ENSG00000196150	zf-C2H2	ENSP00000292579;ENSP00000393442;
ENSG00000161298	zf-C2H2	ENSP00000292928;ENSP00000410113;ENSP00000407593;ENSP00000389722;
ENSG00000176024	zf-C2H2	ENSP00000293471;ENSP00000375671;
ENSG00000188868	zf-C2H2	ENSP00000293725;ENSP00000471960;ENSP00000469879;
ENSG00000161914	zf-C2H2	ENSP00000293771;ENSP00000465166;ENSP00000467069;
ENSG00000162702	zf-C2H2	ENSP00000294740;ENSP00000356322;ENSP00000356321;
ENSG00000144026	zf-C2H2	ENSP00000295208;ENSP00000405509;
ENSG00000163884	zf-C2H2	ENSP00000296233;
ENSG00000164256	zf-C2H2	ENSP00000296682;
ENSG00000165512	zf-C2H2	ENSP00000298299;
ENSG00000166188	zf-C2H2	ENSP00000299237;
ENSG00000166526	zf-C2H2	ENSP00000299667;ENSP00000415358;ENSP00000306372;
ENSG00000215421	zf-C2H2	ENSP00000299687;ENSP00000463270;
ENSG00000121417	zf-C2H2	ENSP00000299871;ENSP00000375584;ENSP00000441386;ENSP00000442601;ENSP00000384436;ENSP00000254182;ENSP00000240731;ENSP00000399193;ENSP00000339562;
ENSG00000167232	zf-C2H2	ENSP00000300619;ENSP00000471709;ENSP00000380272;
ENSG00000167395	zf-C2H2	ENSP00000300850;ENSP00000378429;ENSP00000391271;
ENSG00000185947	zf-C2H2	ENSP00000300870;
ENSG00000171443	zf-C2H2	ENSP00000301073;ENSP00000466907;
ENSG00000167562	zf-C2H2	ENSP00000301093;ENSP00000375662;ENSP00000444339;
ENSG00000167625	zf-C2H2	ENSP00000301215;
ENSG00000018869	zf-C2H2	ENSP00000301310;ENSP00000465619;
ENSG00000196867	zf-C2H2	ENSP00000301318;
ENSG00000161551	zf-C2H2	ENSP00000301399;ENSP00000404509;ENSP00000413476;ENSP00000389652;
ENSG00000198028	zf-C2H2	ENSP00000301480;
ENSG00000180855	zf-C2H2	ENSP00000301547;
ENSG00000167967	zf-C2H2	ENSP00000301727;ENSP00000457672;ENSP00000456760;ENSP00000454652;
ENSG00000167981	zf-C2H2	ENSP00000301744;
ENSG00000175395	zf-C2H2	ENSP00000302222;
ENSG00000186272	zf-C2H2	ENSP00000302455;ENSP00000471905;
ENSG00000169926	zf-C2H2	ENSP00000302456;ENSP00000452609;
ENSG00000172000	zf-C2H2	ENSP00000302603;ENSP00000467366;
ENSG00000170684	zf-C2H2	ENSP00000302770;
ENSG00000197008	zf-C2H2	ENSP00000303533;ENSP00000352770;ENSP00000399528;ENSP00000407262;ENSP00000380325;
ENSG00000171970	zf-C2H2	ENSP00000303696;ENSP00000430223;
ENSG00000168661	zf-C2H2	ENSP00000303889;ENSP00000416457;ENSP00000403441;ENSP00000469954;
ENSG00000171469	zf-C2H2	ENSP00000303915;ENSP00000393074;ENSP00000392013;ENSP00000346687;
ENSG00000181444	zf-C2H2	ENSP00000304769;
ENSG00000171291	zf-C2H2	ENSP00000305077;ENSP00000395632;
ENSG00000171295	zf-C2H2	ENSP00000305373;
ENSG00000168348	zf-C2H2	ENSP00000306523;
ENSG00000171574	zf-C2H2	ENSP00000306756;ENSP00000471105;
ENSG00000172059	zf-C2H2	ENSP00000307023;ENSP00000442722;ENSP00000444690;
ENSG00000196793	zf-C2H2	ENSP00000307774;ENSP00000443907;ENSP00000398202;ENSP00000363569;
ENSG00000196705	zf-C2H2	ENSP00000308578;ENSP00000471876;
ENSG00000196263	zf-C2H2	ENSP00000309161;
ENSG00000173041	zf-C2H2	ENSP00000309330;
ENSG00000118263	zf-C2H2	ENSP00000309570;ENSP00000387510;ENSP00000393268;ENSP00000403284;
ENSG00000175213	zf-C2H2	ENSP00000309606;
ENSG00000174332	zf-C2H2	ENSP00000309653;
ENSG00000174255	zf-C2H2	ENSP00000309812;ENSP00000417192;
ENSG00000172748	zf-C2H2	ENSP00000310033;ENSP00000318719;ENSP00000381613;
ENSG00000172845	zf-C2H2	ENSP00000310301;ENSP00000413665;ENSP00000406140;ENSP00000388903;
ENSG00000197566	zf-C2H2	ENSP00000310472;
ENSG00000174595	zf-C2H2	ENSP00000310878;
ENSG00000174586	zf-C2H2	ENSP00000311183;ENSP00000402815;
ENSG00000173480	zf-C2H2	ENSP00000311319;ENSP00000472272;ENSP00000442760;
ENSG00000188033	zf-C2H2	ENSP00000311521;
ENSG00000173258	zf-C2H2	ENSP00000311679;
ENSG00000084093	zf-C2H2	ENSP00000311816;
ENSG00000175105	zf-C2H2	ENSP00000312141;
ENSG00000173404	zf-C2H2	ENSP00000312631;
ENSG00000178175	zf-C2H2	ENSP00000313158;
ENSG00000118156	zf-C2H2	ENSP00000313258;ENSP00000410847;ENSP00000375770;
ENSG00000177599	zf-C2H2	ENSP00000313443;
ENSG00000125945	zf-C2H2	ENSP00000313582;ENSP00000363736;
ENSG00000181666	zf-C2H2	ENSP00000315505;ENSP00000437774;ENSP00000438261;ENSP00000467562;ENSP00000375994;ENSP00000466467;
ENSG00000213967	zf-C2H2	ENSP00000317125;ENSP00000471516;
ENSG00000179388	zf-C2H2	ENSP00000318057;ENSP00000430310;
ENSG00000172273	zf-C2H2	ENSP00000318085;ENSP00000436815;
ENSG00000163795	zf-C2H2	ENSP00000318373;ENSP00000384874;
ENSG00000175691	zf-C2H2	ENSP00000319053;
ENSG00000180938	zf-C2H2	ENSP00000319305;
ENSG00000181896	zf-C2H2	ENSP00000319716;ENSP00000400952;ENSP00000466744;ENSP00000468049;
ENSG00000213015	zf-C2H2	ENSP00000320050;ENSP00000446126;ENSP00000443957;
ENSG00000179922	zf-C2H2	ENSP00000320096;
ENSG00000218891	zf-C2H2	ENSP00000320188;
ENSG00000180787	zf-C2H2	ENSP00000320347;
ENSG00000131115	zf-C2H2	ENSP00000321049;ENSP00000375823;ENSP00000467577;
ENSG00000172006	zf-C2H2	ENSP00000321132;
ENSG00000171606	zf-C2H2	ENSP00000321209;ENSP00000409872;ENSP00000321187;
ENSG00000152443	zf-C2H2	ENSP00000321812;
ENSG00000083814	zf-C2H2	ENSP00000321848;ENSP00000338670;
ENSG00000180532	zf-C2H2	ENSP00000321963;
ENSG00000177842	zf-C2H2	ENSP00000322265;ENSP00000391472;
ENSG00000130856	zf-C2H2	ENSP00000322361;ENSP00000463787;ENSP00000444524;ENSP00000253159;
ENSG00000213020	zf-C2H2	ENSP00000322427;ENSP00000469376;ENSP00000443505;ENSP00000439211;ENSP00000472648;ENSP00000437616;
ENSG00000178229	zf-C2H2	ENSP00000322545;
ENSG00000196652	zf-C2H2	ENSP00000322872;ENSP00000392104;ENSP00000377725;
ENSG00000106261	zf-C2H2	ENSP00000323148;ENSP00000409172;ENSP00000443508;
ENSG00000179965	zf-C2H2	ENSP00000323945;ENSP00000416197;
ENSG00000180035	zf-C2H2	ENSP00000324056;ENSP00000432548;ENSP00000435674;
ENSG00000177932	zf-C2H2	ENSP00000324064;
ENSG00000167554	zf-C2H2	ENSP00000324441;ENSP00000383922;ENSP00000327597;ENSP00000471021;
ENSG00000144792	zf-C2H2	ENSP00000324605;
ENSG00000198026	zf-C2H2	ENSP00000325326;ENSP00000397098;
ENSG00000181690	zf-C2H2	ENSP00000325546;ENSP00000416537;ENSP00000404067;
ENSG00000178187	zf-C2H2	ENSP00000326249;ENSP00000430354;
ENSG00000198300	zf-C2H2	ENSP00000326581;ENSP00000472395;ENSP00000470467;ENSP00000472402;ENSP00000403051;ENSP00000469486;ENSP00000473190;
ENSG00000179588	zf-C2H2	ENSP00000326630;
ENSG00000178338	zf-C2H2	ENSP00000327143;
ENSG00000167637	zf-C2H2	ENSP00000327314;ENSP00000468708;
ENSG00000198633	zf-C2H2	ENSP00000327538;ENSP00000391358;
ENSG00000185669	zf-C2H2	ENSP00000327968;
ENSG00000197951	zf-C2H2	ENSP00000328245;
ENSG00000185730	zf-C2H2	ENSP00000328515;ENSP00000427857;
ENSG00000182983	zf-C2H2	ENSP00000329264;ENSP00000446208;ENSP00000405047;
ENSG00000185591	zf-C2H2	ENSP00000329357;ENSP00000404263;
ENSG00000186814	zf-C2H2	ENSP00000329738;ENSP00000392371;
ENSG00000105750	zf-C2H2	ENSP00000329793;ENSP00000469673;ENSP00000342340;ENSP00000472206;ENSP00000472145;ENSP00000471588;
ENSG00000196456	zf-C2H2	ENSP00000330838;ENSP00000419336;ENSP00000417483;
ENSG00000184937	zf-C2H2	ENSP00000331327;ENSP00000368370;ENSP00000435624;ENSP00000435307;ENSP00000413452;ENSP00000415516;
ENSG00000186812	zf-C2H2	ENSP00000331577;
ENSG00000185811	zf-C2H2	ENSP00000331614;ENSP00000342750;ENSP00000413025;ENSP00000352123;ENSP00000396554;ENSP00000401507;ENSP00000349928;
ENSG00000155592	zf-C2H2	ENSP00000331626;
ENSG00000170616	zf-C2H2	ENSP00000331692;
ENSG00000198556	zf-C2H2	ENSP00000331927;
ENSG00000182318	zf-C2H2	ENSP00000332433;
ENSG00000146757	zf-C2H2	ENSP00000332595;ENSP00000396126;ENSP00000350113;ENSP00000400495;
ENSG00000183647	zf-C2H2	ENSP00000332861;ENSP00000472564;
ENSG00000197016	zf-C2H2	ENSP00000333223;ENSP00000375590;
ENSG00000165821	zf-C2H2	ENSP00000333537;ENSP00000396773;ENSP00000440054;
ENSG00000198393	zf-C2H2	ENSP00000333725;ENSP00000437420;
ENSG00000185177	zf-C2H2	ENSP00000333776;
ENSG00000153896	zf-C2H2	ENSP00000333802;
ENSG00000186230	zf-C2H2	ENSP00000333980;
ENSG00000198453	zf-C2H2	ENSP00000334685;ENSP00000399643;ENSP00000394514;ENSP00000413396;ENSP00000466901;ENSP00000389794;
ENSG00000186300	zf-C2H2	ENSP00000334853;ENSP00000467893;
ENSG00000256229	zf-C2H2	ENSP00000335042;
ENSG00000132010	zf-C2H2	ENSP00000335437;
ENSG00000143373	zf-C2H2	ENSP00000336620;ENSP00000357874;ENSP00000319829;ENSP00000398821;
ENSG00000169131	zf-C2H2	ENSP00000337122;
ENSG00000160908	zf-C2H2	ENSP00000337363;
ENSG00000267680	zf-C2H2	ENSP00000337368;
ENSG00000249471	zf-C2H2	ENSP00000337473;ENSP00000438930;ENSP00000375578;
ENSG00000188785	zf-C2H2	ENSP00000337555;ENSP00000379482;
ENSG00000166261	zf-C2H2	ENSP00000337724;ENSP00000432504;ENSP00000433881;
ENSG00000172818	zf-C2H2	ENSP00000337862;ENSP00000434220;
ENSG00000074657	zf-C2H2	ENSP00000338217;ENSP00000468532;ENSP00000465709;ENSP00000466007;ENSP00000468238;ENSP00000464894;
ENSG00000170260	zf-C2H2	ENSP00000338572;
ENSG00000197050	zf-C2H2	ENSP00000338770;ENSP00000306102;ENSP00000467772;ENSP00000468736;
ENSG00000119866	zf-C2H2	ENSP00000338774;ENSP00000438303;ENSP00000349300;ENSP00000351307;ENSP00000443712;
ENSG00000167685	zf-C2H2	ENSP00000338860;ENSP00000468069;
ENSG00000186660	zf-C2H2	ENSP00000339030;
ENSG00000187792	zf-C2H2	ENSP00000339314;
ENSG00000173275	zf-C2H2	ENSP00000339585;
ENSG00000197647	zf-C2H2	ENSP00000339767;ENSP00000448099;ENSP00000393416;
ENSG00000187187	zf-C2H2	ENSP00000339823;ENSP00000469540;
ENSG00000249709	zf-C2H2	ENSP00000340004;
ENSG00000105708	zf-C2H2	ENSP00000340514;
ENSG00000197933	zf-C2H2	ENSP00000340683;ENSP00000440162;ENSP00000410654;ENSP00000466840;
ENSG00000189120	zf-C2H2	ENSP00000340799;ENSP00000438209;
ENSG00000197128	zf-C2H2	ENSP00000341165;ENSP00000348992;ENSP00000395967;
ENSG00000197472	zf-C2H2	ENSP00000341236;
ENSG00000196378	zf-C2H2	ENSP00000341528;ENSP00000434049;ENSP00000396894;
ENSG00000184635	zf-C2H2	ENSP00000342002;
ENSG00000136870	zf-C2H2	ENSP00000342019;ENSP00000259395;ENSP00000363995;
ENSG00000188474	zf-C2H2	ENSP00000342021;ENSP00000380866;
ENSG00000188295	zf-C2H2	ENSP00000342818;ENSP00000404370;
ENSG00000030419	zf-C2H2	ENSP00000342876;ENSP00000410447;ENSP00000395203;ENSP00000399574;ENSP00000412869;ENSP00000396253;ENSP00000402334;ENSP00000363439;
ENSG00000173875	zf-C2H2	ENSP00000342974;ENSP00000441761;ENSP00000441038;ENSP00000471179;
ENSG00000196247	zf-C2H2	ENSP00000343443;ENSP00000378789;ENSP00000400037;
ENSG00000120784	zf-C2H2	ENSP00000343581;ENSP00000375988;ENSP00000422930;
ENSG00000166704	zf-C2H2	ENSP00000343617;ENSP00000445624;ENSP00000446972;
ENSG00000179930	zf-C2H2	ENSP00000344129;
ENSG00000196646	zf-C2H2	ENSP00000344162;ENSP00000381617;
ENSG00000161405	zf-C2H2	ENSP00000344544;ENSP00000462791;ENSP00000345622;ENSP00000367194;ENSP00000403776;ENSP00000344471;ENSP00000438972;ENSP00000463505;ENSP00000367179;ENSP00000420463;ENSP00000341977;
ENSG00000198046	zf-C2H2	ENSP00000344699;ENSP00000439402;ENSP00000292069;
ENSG00000165702	zf-C2H2	ENSP00000344782;ENSP00000361196;ENSP00000361197;ENSP00000446134;ENSP00000361195;ENSP00000409546;
ENSG00000189190	zf-C2H2	ENSP00000344791;
ENSG00000198466	zf-C2H2	ENSP00000345479;ENSP00000393865;ENSP00000406999;
ENSG00000186448	zf-C2H2	ENSP00000345809;ENSP00000379370;
ENSG00000196391	zf-C2H2	ENSP00000346348;
ENSG00000164048	zf-C2H2	ENSP00000346729;ENSP00000404592;
ENSG00000198093	zf-C2H2	ENSP00000347043;ENSP00000468983;
ENSG00000198521	zf-C2H2	ENSP00000347045;ENSP00000469578;ENSP00000469645;ENSP00000470275;
ENSG00000196357	zf-C2H2	ENSP00000347234;ENSP00000465906;ENSP00000376013;ENSP00000306869;
ENSG00000198182	zf-C2H2	ENSP00000347338;ENSP00000466785;ENSP00000438015;
ENSG00000243943	zf-C2H2	ENSP00000347648;ENSP00000451572;ENSP00000369040;ENSP00000407038;ENSP00000395660;
ENSG00000198597	zf-C2H2	ENSP00000347730;ENSP00000465771;
ENSG00000196387	zf-C2H2	ENSP00000347755;ENSP00000445411;
ENSG00000197857	zf-C2H2	ENSP00000348419;ENSP00000377008;ENSP00000380850;ENSP00000347910;ENSP00000395745;
ENSG00000198146	zf-C2H2	ENSP00000348673;ENSP00000453474;
ENSG00000197863	zf-C2H2	ENSP00000349161;
ENSG00000182141	zf-C2H2	ENSP00000349401;
ENSG00000196967	zf-C2H2	ENSP00000349440;ENSP00000375998;ENSP00000292841;ENSP00000347724;
ENSG00000213096	zf-C2H2	ENSP00000349494;ENSP00000445527;
ENSG00000127152	zf-C2H2	ENSP00000349723;ENSP00000387419;ENSP00000280435;
ENSG00000180257	zf-C2H2	ENSP00000350295;ENSP00000403266;
ENSG00000197360	zf-C2H2	ENSP00000350418;
ENSG00000197044	zf-C2H2	ENSP00000350576;ENSP00000403738;
ENSG00000197020	zf-C2H2	ENSP00000351042;ENSP00000445201;
ENSG00000197013	zf-C2H2	ENSP00000351280;
ENSG00000196381	zf-C2H2	ENSP00000351391;ENSP00000466370;
ENSG00000181135	zf-C2H2	ENSP00000351482;ENSP00000436250;ENSP00000409029;ENSP00000436212;ENSP00000413215;
ENSG00000198205	zf-C2H2	ENSP00000351530;
ENSG00000170325	zf-C2H2	ENSP00000351686;ENSP00000354118;ENSP00000398431;ENSP00000302669;ENSP00000431262;ENSP00000432237;ENSP00000435940;
ENSG00000196946	zf-C2H2	ENSP00000352233;
ENSG00000196693	zf-C2H2	ENSP00000352444;
ENSG00000197372	zf-C2H2	ENSP00000352836;
ENSG00000198482	zf-C2H2	ENSP00000352846;ENSP00000420522;
ENSG00000197714	zf-C2H2	ENSP00000353491;ENSP00000446167;
ENSG00000167555	zf-C2H2	ENSP00000353652;
ENSG00000118495	zf-C2H2	ENSP00000353734;ENSP00000356543;ENSP00000376125;ENSP00000398409;ENSP00000376124;ENSP00000395960;ENSP00000400060;ENSP00000400929;ENSP00000392418;ENSP00000346810;ENSP00000356544;
ENSG00000163848	zf-C2H2	ENSP00000353863;ENSP00000419322;ENSP00000420448;ENSP00000420102;ENSP00000420335;
ENSG00000147180	zf-C2H2	ENSP00000353922;ENSP00000378798;ENSP00000276123;ENSP00000442071;ENSP00000362260;
ENSG00000165804	zf-C2H2	ENSP00000354206;ENSP00000450609;ENSP00000450900;ENSP00000392401;ENSP00000388558;ENSP00000451969;ENSP00000450803;ENSP00000451890;ENSP00000451212;
ENSG00000158691	zf-C2H2	ENSP00000354305;ENSP00000380039;
ENSG00000075407	zf-C2H2	ENSP00000354377;ENSP00000329141;
ENSG00000198551	zf-C2H2	ENSP00000354414;
ENSG00000198939	zf-C2H2	ENSP00000354453;ENSP00000430531;ENSP00000430980;ENSP00000438114;
ENSG00000148516	zf-C2H2	ENSP00000354487;ENSP00000444891;ENSP00000391612;ENSP00000453674;ENSP00000453970;ENSP00000453559;ENSP00000415961;ENSP00000452787;ENSP00000319248;
ENSG00000198740	zf-C2H2	ENSP00000354686;ENSP00000424848;ENSP00000416305;
ENSG00000198298	zf-C2H2	ENSP00000354694;ENSP00000363558;ENSP00000363560;
ENSG00000198795	zf-C2H2	ENSP00000354794;ENSP00000462718;ENSP00000463748;ENSP00000463000;ENSP00000464415;ENSP00000382352;ENSP00000440768;ENSP00000462724;
ENSG00000121903	zf-C2H2	ENSP00000355053;
ENSG00000162714	zf-C2H2	ENSP00000355454;ENSP00000473324;ENSP00000294753;
ENSG00000135747	zf-C2H2	ENSP00000355459;
ENSG00000010818	zf-C2H2	ENSP00000356576;ENSP00000356575;ENSP00000012134;
ENSG00000229631	zf-C2H2	ENSP00000357356;
ENSG00000057657	zf-C2H2	ENSP00000358092;ENSP00000358085;ENSP00000358087;
ENSG00000112238	zf-C2H2	ENSP00000358217;
ENSG00000188994	zf-C2H2	ENSP00000358590;ENSP00000428857;ENSP00000342847;
ENSG00000196700	zf-C2H2	ENSP00000358904;ENSP00000217130;ENSP00000393795;
ENSG00000162676	zf-C2H2	ENSP00000359357;ENSP00000294702;ENSP00000399719;
ENSG00000186376	zf-C2H2	ENSP00000359802;ENSP00000359800;
ENSG00000124203	zf-C2H2	ENSP00000360069;
